Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Distance,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Class
24.9339,13.984000000000002,2.6518,0.3969,0.204,31.3671,16.6398,8.3578,55.496,167.37,U,R,U,NZQT6ZBNE5,BY3TS,h
95.5973,25.7806,3.4943,0.2169,0.1152,-13.2794,43.3393,16.6877,0.5731,327.217,X,W,Z,2M396ZPUII,7F0SM,g
26.782,6.9718,2.5551,0.7409,0.3719,21.5117,-15.2322,6.2039,11.394,152.013,Q,S,X,F9SJR4ITN6,7NB7P,h
27.2144,12.2936,2.7243,0.4283,0.2142,-3.8718,-23.8603,8.6578,67.8016,37.2326,T,W,T,JC3PHET93Q,FOQIC,h
17.5918,10.6484,2.3729,0.6229,0.3369,-21.2632,-10.8721,5.2913,20.982,225.741,R,X,W,1X62M2O6HO,25PJ7,g
49.6425,9.84,2.4961,0.5485,0.2908,-53.4067,-42.9702,-10.796,26.7642,249.1974,R,Y,V,6P19CRFWPQ,LCJNW,h
58.714,22.8368,2.7036,0.5431,0.2679,-39.1492,-67.8161,-12.8282,22.9822,195.6839,S,Y,W,51ALYRN0LD,9KLCP,h
75.609,74.4328,3.136,0.2788,0.1699,8.1205,35.9985,-99.0869,8.8103,235.5925,W,U,X,38V4WAKDV5,55OLG,h
53.746,26.0975,2.8873,0.2735,0.1458,46.4817,67.4394,12.201,36.8773,49.882,W,R,V,CGPVRNO980,KUSV9,g
20.5128,15.7439,2.4314,0.4704,0.2389,-29.0561,11.2712,-3.7516,21.6049,237.156,S,Y,W,TYF8EOXCKH,5KFYP,g
35.8244,12.9203,2.6493,0.5045,0.2859,-44.3482,-15.3436,-10.9358,83.5162,220.13,S,Y,T,U9JH7WF495,SZWEH,h
22.1208,10.4853,2.2095,0.5741,0.3302,22.1506,19.2172,-10.9631,63.6052,159.27200000000002,R,S,T,QHEXYXTSFF,EVXVX,g
24.5474,0.0,2.1055,0.698,0.3725,0.0,0.0,12.4542,81.1632,169.125,Q,V,T,JWAXZ2N290,T040X,g
34.7032,24.5788,3.1392,0.2769999999999999,0.1404,-15.7946,-10.1576,-25.3496,26.6605,182.4037,W,X,V,M8RKFJD0F0,LN59O,h
39.482,17.4507,3.0569,0.2702,0.1408,-22.6491,7.0397,-10.6566,1.9918,187.33900000000003,W,X,Z,H35C36UV0S,ZSPIA,g
28.8538,16.1898,2.4728,0.5017,0.3418,26.6283,18.2376,11.4087,11.6565,79.0811,S,S,X,R9UOFKYEWK,RYA6D,g
36.9627,27.191,3.1818,0.25,0.1464,20.1416,26.2498,19.7013,10.722,124.948,X,S,X,AUQXWDW88T,ARWBQ,g
31.7162,8.6998,2.7396,0.541,0.2851,1.8737,13.1914,5.167000000000001,26.937,141.005,S,V,V,HHTTWXTDVO,A9SBI,h
53.7433,23.089,3.0471,0.1974,0.1135,54.9339,44.502,-9.4969,0.9229,84.9414,Y,Q,Z,MC85J4B0JU,NHAB0,g
45.5945,21.2593,3.0538,0.2102,0.1144,-19.4628,-32.9385,6.9607,9.0222,216.746,Y,X,X,6NQASXPB8D,Q0N2V,g
32.9417,13.3494,2.4232,0.4113,0.2283,9.8005,-21.9931,12.4638,8.8499,216.467,T,U,X,2K2AS35LCJ,NJAOD,g
59.7172,25.0527,3.628,0.1724,0.0934,24.2342,49.9711,18.9795,1.706,220.851,Y,S,Z,4L7QSN9SYE,XQU1R,g
153.0146,35.8715,3.0834,0.2104,0.1208,-173.2284,91.8324,-20.453,13.4731,255.2778,Y,Z,W,G3SUHG30KC,2XCO6,h
108.8311,20.0206,3.3431,0.1505,0.0914,92.5337,-53.1948,-25.5589,81.1956,60.374,Z,Q,T,ZUYPHB376F,45T86,h
43.8241,16.8473,2.7712,0.3014,0.1634,46.8169,-23.0564,14.2963,2.7460000000000004,243.784,W,R,Z,885VTJKF4E,GXIG8,g
91.9596,25.8895,3.6091,0.1473,0.0781,49.0344,97.9016,17.1415,7.4474,233.582,Z,Q,X,VPNS0T2T0W,D5NB9,g
48.1898,20.6604,3.2588,0.2447,0.1425,16.2778,32.2888,-10.8913,2.971,183.076,X,T,Y,MLAJVKQJFA,A7UUE,g
21.6103,0.0,2.1446,0.7885,0.4695,3.2256,-11.8168,0.0,75.1481,188.151,Q,V,T,QBNFN4BQBH,2P3MA,h
25.5669,14.281,2.5447,0.3879999999999999,0.2097,-18.561,-9.2701,1.9799,85.3588,222.365,U,X,T,Q3FO7J58CH,9M3OL,h
24.5827,17.8604,2.5955,0.4137,0.217,8.9796,-7.8221,-7.0297,13.7582,91.8873,T,U,W,ZSV75NDW30,97YWL,g
82.9625,31.9681,3.6151,0.1271,0.0649,59.057,72.8936,15.0124,0.1512,178.554,Z,Q,Z,CCIMEJS1GO,VTB1R,g
24.1699,18.731,2.5691,0.4239,0.2157,42.5855,6.7161,-13.4043,5.1352,193.7732,T,R,Y,IBJ8260WCX,RC4TD,h
98.4686,27.0713,3.5626,0.1306,0.0656,74.4344,83.2974,-15.1245,0.921,270.988,Z,Q,Z,U006WPEXL6,8PKSQ,g
16.9165,11.9983,2.3679,0.6366,0.3213,-2.1797,14.4479,10.8338,23.2351,180.438,R,V,W,RJQKWE0PT1,8V2X2,h
125.4721,25.3788,2.802,0.366,0.171,149.4692,-57.274,25.1217,14.7839,92.7216,U,Q,W,ZD2NPJFVA5,UEKBG,h
64.054,22.9365,2.9566,0.4133,0.2238,-19.293,-37.1957,16.9165,4.1447,317.994,T,X,Y,8WKRYLN63Y,LUFRF,g
78.5422,23.2372,2.6376,0.3207,0.1772,67.4694,72.5137,-11.0667,6.6241,140.8777,V,Q,Y,T3HQM7KNVV,EM529,h
44.1203,20.2104,2.8096,0.1876,0.0969,38.9545,34.0401,-7.0226,29.21,119.751,Y,R,V,AQA9P48PSN,Y54EX,g
95.5653,18.2896,3.2978,0.3103,0.1845,-25.9408,58.0528,-5.9464,37.5814,322.7701,V,X,V,THHZK0BBSO,NCRID,h
44.5915,14.6315,2.7202,0.3505,0.201,-53.0322,-24.2456,-10.8284,6.6863,183.489,V,Y,Y,SYKKCOS22A,LN0ZY,g
33.4218,20.3086,2.641,0.3131,0.1611,-30.4136,-27.4016,-16.2289,16.54,188.322,V,Y,W,0RJ5I0DONO,CHVDM,g
152.899,65.6971,3.0932,0.1727,0.0924,-103.599,-175.449,37.4065,76.2965,137.666,Y,Z,T,8FI8WENGM7,6VBC9,h
85.6991,16.5385,3.2141,0.1944,0.0864,18.166,68.4694,14.5353,39.0355,177.91,Y,T,V,57ILAA60C1,F4EV5,h
32.1947,28.1355,2.7889,0.3887,0.2076,-36.4428,-40.5452,-14.8161,14.5518,137.4607,U,Y,W,BCWRD3X4W9,69NI9,h
90.9536,23.7516,3.4208,0.1655,0.0837,32.9665,77.8088,-16.6045,5.7787,278.866,Y,R,Y,VLU1Q1CMWK,HD18E,g
161.3747,25.2288,2.8603,0.325,0.1798,89.4912,177.6937,-5.4882,63.7523,127.839,V,Q,T,UBVNBJ7IAT,GMMGV,h
48.6552,10.9235,2.6177,0.4195,0.2402,2.7539,5.1389,3.0774,32.0377,157.8148,T,V,V,ZTII6876AM,9FNNV,h
68.7092,19.8659,2.8882,0.2031,0.1028,-32.4945,34.6695,9.0485,1.0624,205.399,Y,Y,Z,N65SKCXO7O,6XNIQ,g
42.8666,10.6013,2.5877,0.3798,0.239,37.5972,32.091,-11.5687,14.2532,164.487,U,R,W,CJE8IKQ2WP,X2U91,h
80.2192,25.8956,3.4586,0.24,0.147,-46.6524,68.0245,18.4844,0.146,315.008,X,Y,Z,BZ8DVQ0HQO,28O1Y,g
21.7115,14.966,2.5966,0.4734,0.2823,-9.7678,-11.091,11.0411,64.9079,141.297,S,W,T,X9RPUDA8MM,WD9W7,g
18.6083,10.2012,2.248,0.5932,0.3192,0.986,-6.7047,5.9809,88.3435,42.7209,R,V,T,ARILNJQZ9U,CMM10,h
28.3658,16.7161,2.5434,0.4292,0.216,25.6624,21.1782,-9.8803,4.663,55.8436,T,S,Y,ZLV3PYEJE6,TF2VE,g
18.794,10.1429,2.2148,0.5976,0.3079,-23.7845,-9.4294,-5.3422,35.5834,160.796,R,X,V,EHJ8KI57A6,FNPXH,g
23.4048,15.839,2.4564,0.4895,0.278,10.4208,17.4069,14.7473,48.901,198.631,S,U,U,YQRCF40V12,DHFSU,g
43.1994,17.500999999999998,2.8011,0.2735,0.1431,44.9467,40.3342,-4.6509,7.6914,154.42700000000002,W,R,X,ZKU1IJTN94,0J36S,g
37.7947,18.6523,2.9188,0.264,0.1525,19.8187,18.907,11.8924,20.555,155.08,W,T,W,WA2K2MGFZE,AI6M9,g
62.6886,22.612,3.2496,0.2077,0.1084,-100.913,-25.4533,16.5613,3.1210000000000004,229.768,Y,Z,Y,Z6YTRC5ZQZ,TS6JH,g
48.8529,15.8477,2.7084,0.3327,0.1791,52.0995,14.9398,-14.0803,4.4388,183.253,V,Q,Y,7MO9BWVTSB,Y4SY1,g
33.2508,15.7565,2.6253,0.436,0.2192,28.1402,17.0519,-11.5925,13.4306,167.241,T,S,W,NUC740JKYW,VS8H3,g
21.7471,10.5469,2.2201,0.6145,0.4006,19.606,20.5637,-11.5252,16.005,158.279,R,T,W,IEC2PQOZRA,U11MU,g
42.7949,20.0162,2.6439,0.4336,0.2849,-35.4188,-34.2258,-4.4745,37.684,186.127,T,Y,V,B12SIXPGVA,07XEG,h
24.5508,11.1546,2.3983,0.5521,0.3532,29.431,18.19,-6.0402,62.4526,189.4756,R,R,U,OCCN1ZR27Z,53ABI,h
67.0326,20.1726,2.823,0.2452,0.1369,36.1986,-35.4383,25.655,23.76,156.6861,X,R,W,SJUUCT7TG8,PT9CZ,h
72.5875,17.0188,2.5857,0.4927,0.2451,26.8902,65.9551,-12.4688,87.3017,203.6814,S,S,T,2796F55BBR,8EKFF,h
35.0345,22.609,2.9897,0.2622,0.1572,31.16,22.7941,15.0592,10.7911,187.215,W,R,X,PBFFJ7QFXM,ET3JY,g
46.5688,25.0761,3.143,0.2259,0.1248,9.9641,30.5916,-15.8638,10.39,90.6557,X,U,X,SDFCI4M1DN,7TENU,g
32.6779,16.3144,2.6425,0.3371,0.1697,-6.0921,-26.9678,-12.2175,19.517,180.212,V,W,W,HGRNM7VVLV,7YNLO,g
29.5008,22.3311,2.5309,0.3622,0.2153,-15.1784,15.9975,5.0788,7.7203,235.5696,U,X,X,13H326IYHW,N1Z3W,h
69.1518,11.6149,2.8395,0.3618,0.2308,-56.0023,36.9873,10.9978,2.023,305.823,U,Y,Z,P37DG8VUO3,67GP0,g
45.847,9.1216,2.8423,0.3476,0.1796,29.9019,39.9529,-6.9229,11.7782,222.0268,V,R,X,GVIOI7XU00,X7FDZ,h
25.5909,0.0,2.1414,0.7365,0.4152,27.1843,14.455,0.0,16.345,184.646,Q,S,W,CPSTO5RJ1T,STC4P,g
18.4881,6.2289,2.4091,0.8772,0.5595,15.2583,16.3451,2.9808,87.6399,80.5684,Q,T,T,SCI0CNC6R3,4RUTE,h
31.2236,12.0292,2.4099,0.3813,0.1965,-18.6531,16.1585,11.2367,31.0,65.8247,U,X,V,WXRPJK88CG,2T5I9,g
114.4338,41.8442,3.1016,0.2263,0.1206,117.6524,84.8472,22.9133,27.0193,167.1795,X,Q,V,IH1TKNBVNT,BKYUZ,h
81.9688,24.7704,3.4994,0.1694,0.0869,70.3519,79.8711,-15.134,2.967,266.017,Y,Q,Y,ROEY3TT7GY,SQXGO,g
19.087,17.2458,2.6441,0.3899,0.2312,32.2084,17.602999999999998,5.6783,48.0699,182.3954,U,R,U,JS8OTI2J23,2777C,h
12.7592,11.6189,2.2162,0.7234,0.3678,15.1407,-4.8943,-11.5795,1.2142,105.064,Q,T,Z,AQN8VDKKFH,ZJ4ZE,g
50.3947,10.9445,2.3458,0.4826,0.3289999999999999,46.8316,39.3874,1.7221,70.8438,144.1368,S,R,T,KCQK637VNL,21CP5,h
36.939,18.2265,3.0943,0.3477,0.1767,13.7988,27.5274,13.6707,7.1492,197.201,V,T,X,OVJDX3Y04N,TRHKG,g
110.5279,60.4727,3.3362,0.3675,0.2222,-58.2974,-124.5173,48.5081,14.6671,448.0295,U,Y,W,MNGSEGTQOD,8MKXC,h
28.4739,21.2686,2.6862,0.2945,0.1637,26.7542,12.1834,-16.0947,25.431,30.4329,W,S,V,B2ET6YTG6J,7V353,g
25.464,12.049,2.5428,0.5186,0.3424,-18.731,9.683,7.4893,16.026,221.048,S,X,W,4ZZWJLRLYY,5MVEI,g
18.5143,15.655,2.3253,0.5248,0.3002,6.4237,-16.6093,-10.8866,86.0763,211.161,S,U,T,VSOY70D6F7,GPVV1,g
45.006,35.686,3.1892,0.2563,0.1153,-31.4933,-21.4119,-30.3692,77.9055,128.5707,X,Y,T,TF2Z4UNCRC,CLOTB,h
72.6772,29.3901,3.3268,0.1282,0.0662,-107.161,60.2754,-14.0027,1.7119,223.12,Z,Z,Z,EBFXNRKB98,QPYAQ,g
143.0334,28.2636,3.0685,0.2681,0.2198,-187.8751,48.4919,-20.274,11.0121,202.688,W,Z,X,WEWA6IFQJN,Y5KTK,h
16.3698,14.0799,2.2589,0.6347,0.3333,0.3367,-5.9066,-7.4584,12.2003,52.3334,R,V,X,V4MR8TYQ41,3NRY2,h
187.4254,36.4627,2.8737,0.2731,0.1458,217.9336,90.0964,-21.5542,9.0153,238.0995,W,Q,X,VG3HALJX9X,ATFOP,h
18.0214,10.6734,2.1732,0.5772,0.2919,-23.5479,-9.0283,-4.8682,0.8832,184.30900000000003,R,X,Z,TBEUWYAWNT,P56CX,g
26.954,20.0649,2.573,0.3801,0.231,10.7646,13.444,11.3589,78.6701,109.4749,U,U,T,2IOOOIOLX7,6MG64,h
19.5436,12.6227,2.4735,0.4639,0.2471,1.4751,-3.9319,7.2393,31.933000000000003,165.866,T,V,V,QBGL4AS072,KRDFZ,g
85.1125,30.0761,3.6711,0.1177,0.0619,94.0432,56.9297,7.3804,1.6269999999999998,243.701,Z,Q,Z,29508ETHPV,DVD79,g
38.9505,10.6421,2.5551,0.4624,0.2382,38.9554,-7.1855,11.4823,61.45399999999999,159.84,T,R,U,JVW897WEFD,CQO5B,h
79.664,13.2776,2.7694,0.3895,0.2764,-28.399,59.3963,5.1437,1.709,333.205,U,X,Z,K038MZ3SQ9,GSSEV,g
41.8024,16.7535,2.841,0.4585,0.292,25.1245,55.0076,-10.4222,20.2025,206.748,T,S,W,9IZZXEARWJ,D111C,g
36.514,23.9292,2.7016,0.3375,0.1743,57.8373,-16.5444,-2.705,73.9862,103.854,V,Q,T,09AG3TJGKI,QWLOG,h
30.0611,25.0721,2.5798,0.2895,0.1513,-28.6099,12.3625,-15.2771,16.3955,262.316,W,X,W,L5BZLE5LBX,8XAAN,g
35.6486,10.2406,2.5687,0.6035,0.3943,34.0682,20.5153,13.2999,36.3529,172.7491,R,R,V,LSA5U8FYN4,SNOZ1,h
31.4334,10.8098,2.3918,0.499,0.2738,30.5737,23.5748,-8.387,1.509,160.52200000000002,S,R,Z,52SX5KF1G9,3BSA0,g
27.574,8.8831,2.6968,0.6312,0.3226,27.3165,26.7603,10.9588,64.97399999999999,212.04,R,S,T,OCIW3B9IFQ,2RFP5,h
18.7746,9.4864,2.2788,0.6421,0.4395,18.7338,14.6623,-1.9846,55.6153,217.883,R,T,U,OOOA6QYNJU,4UUF6,h
20.6747,7.2118,2.1055,0.7059,0.3647,-1.3925,8.5221,-5.9231,46.066,150.835,Q,V,U,UZDXGRRWNG,EHK0K,g
152.485,52.4004,3.3425,0.16,0.087,149.393,68.5252,-43.0794,80.8293,343.346,Z,Q,T,7XC2ANF688,HWO4E,h
47.8645,15.5711,2.8228,0.2466,0.1406,-83.8142,32.1168,-8.9144,5.359,257.75,X,Z,Y,8G542A89NU,X9D0A,g
24.5289,14.2949,2.5641,0.4611,0.2442,-23.5549,12.8399,8.2298,2.189,113.828,T,X,Z,XEVIN19EJE,YQEEF,g
20.7112,7.1883,2.0394,0.7123,0.3607,-1.8892,9.4876,5.9437,21.7911,280.767,Q,V,W,P2MI7OCP5I,KRWRE,g
86.3828,40.1229,4.0581,0.0987,0.0503,36.2827,79.6906,-29.3995,2.5861,214.333,Z,R,Z,GXSZ075NVN,V4GC1,g
37.7137,20.7618,2.902,0.3195,0.2074,15.2691,37.6813,-14.553,25.831,143.532,V,T,V,TEM5QVE2K6,SZ4BB,g
28.0453,23.9976,2.8624,0.3267,0.208,12.0582,-20.7506,-14.5466,4.9786,132.009,V,U,Y,SVSGYH38RZ,HBXSM,g
23.1306,14.9958,2.5971,0.4121,0.2111,-9.3686,2.8332,-7.1182,41.0922,212.261,T,W,U,47Y0NHVCC5,8ZQTN,g
21.295,16.3565,2.6015,0.433,0.2289999999999999,-11.1212,10.2831,-11.6914,12.4043,80.0502,T,W,X,TIDPCIQT9V,NTYLJ,g
22.075,0.0028,2.0917,0.7449,0.4575,0.9714,-8.1793,0.0001,8.897,167.993,Q,V,X,VG2J0NEGAN,LNU24,g
67.9088,30.1161,3.8,0.1586,0.088,27.3435,57.8612,11.5289,5.515,236.664,Z,S,Y,27RQM6OIIH,BUHR5,g
19.0034,10.1104,2.2672,0.5568,0.2838,0.3036,-4.8158,-5.0607,0.58,182.153,R,V,Z,I1X7Q6BZSD,6OU9F,g
24.1494,7.9715,2.5248,0.5343,0.2614,0.3688,19.6317,1.6278,52.3185,219.0456,S,V,U,IJ0HP6TDV9,M9DLH,h
30.867,17.4745,2.5296,0.322,0.1669,-41.4962,-14.1508,-12.4962,15.939,180.072,V,Y,W,LE424LR8R5,05LNN,g
20.2525,12.9894,2.2844,0.4935,0.2519,-14.6917,-5.9448,-3.8468,53.563,177.373,S,X,U,Y6RUE8T0GD,8730F,g
65.3016,12.6361,2.6385,0.331,0.1828,-102.821,47.2842,-8.7126,3.509,238.032,V,Z,Y,QM159V73KR,AZ8JJ,g
29.1819,8.9596,2.5486,0.5994,0.3376,16.3719,14.6698,-4.0194,65.0487,91.7521,R,T,T,REZXB5A4NF,KVASU,h
51.3222,27.5089,3.6777,0.1834,0.0927,24.3186,49.4474,-19.4964,5.6174,128.05200000000002,Y,S,Y,O3IG9UEXQF,81ZSN,g
30.2518,22.7652,3.0443,0.2789999999999999,0.1621,6.8535,-9.0837,13.453,10.083,218.159,W,U,X,J936OT27FW,1S34Q,g
39.2142,19.6044,3.0575,0.2348,0.1301,44.975,-6.7978,-15.6332,2.53,153.226,X,R,Z,D0C8ZXMCIZ,KJ8ME,g
23.6195,21.7005,2.7156,0.3677,0.2166,-3.7176,-17.834,-20.1706,77.2884,177.053,U,W,T,6C7OBJ8EUI,GRHCL,g
42.5208,9.4318,2.7547,0.3939999999999999,0.2278,-12.6311,12.2799,-4.8233,66.9928,166.825,U,W,T,GPNZ8ZMHGT,7NS0C,h
13.2215,9.8806,2.2589,0.8154,0.5262,-12.2354,-8.2297,-10.7199,68.3213,164.00099999999998,Q,W,T,XRYK7SJU1A,CSMT0,g
36.9906,15.5377,2.8162,0.3328,0.1672,10.1804,28.0966,11.4917,86.1551,264.923,V,U,T,FZ9T138M8D,C2UBO,h
22.4155,16.3549,2.5763,0.4748,0.2851,-4.1728,8.8698,9.9436,89.9155,131.98,S,W,T,W0Q9SZQXO8,G72DA,g
81.7075,44.6295,3.7185,0.1939,0.1001,-55.9672,-55.2433,37.7286,8.9721,380.447,Y,Y,X,GHLQP3UJSP,CBB8P,g
29.8615,19.2602,2.769,0.3217,0.2136,7.2087,-17.2622,-8.3895,63.944,56.519,V,U,T,4EO4N5Q9XB,SUK0S,g
20.5175,12.946,2.4616,0.5043,0.2539,17.0192,4.8579,-4.1418,53.922,118.72,S,T,U,B2AHMC7242,G4ZNR,g
33.5489,19.832,2.5877,0.3643,0.1951,-0.0327,-25.0586,17.5461,86.9442,226.62,U,V,T,9HAF6HYRKY,I50VL,h
51.1294,20.8044,3.0615,0.2292,0.115,-4.0918,15.0403,-14.9291,1.0956,177.669,X,W,Z,AWLFJ91YQ9,2A9ZX,g
48.2433,11.4966,2.9042,0.3204,0.1627,32.4943,10.3585,-4.5613,81.9384,151.514,V,R,T,T5R5OFPPJ6,YSDLL,h
20.2971,16.5992,2.4639,0.4192,0.2319999999999999,22.0001,14.412,-1.3855,3.637,74.0235,T,S,Y,5NORZ9AFOI,YLT1H,g
59.3429,20.1505,3.1977,0.3476,0.2204,-32.9171,50.9459,-16.8899,3.982,298.244,V,Y,Y,GNYIN27X4P,M94D4,g
73.6369,19.1094,3.2528,0.2779,0.1491,-63.2064,-74.8542,-16.0891,76.4906,181.525,W,Y,T,G9CZOQBBLX,KIO8O,h
150.7452,73.065,3.3265,0.2713,0.1551,97.9576,157.8799,49.5506,78.6364,278.0696,W,Q,T,SK8212PLY2,O0FVX,h
51.0346,22.7669,2.6721,0.3511,0.2053,20.6441,49.9228,16.6606,9.203,78.6901,V,S,X,JIQXFQQZ34,S8PKV,g
113.0663,76.9218,3.7965,0.0912,0.0602,112.1963,97.167,-53.1103,86.9145,285.9024,Z,Q,T,3XJSR4G6T7,E3QUL,h
85.6145,22.8778,3.2367,0.2186,0.1168,87.5353,85.5687,-6.1278,1.57,243.295,X,Q,Z,8PBS79US7B,YH14U,g
56.5201,12.8995,2.3766,0.4244,0.2248,55.0485,41.577,-6.8586,7.327000000000001,159.928,T,Q,X,WZ4FPMVKID,S7HKZ,g
27.5972,14.5052,2.7627,0.3938,0.2012,-4.6930000000000005,-18.1941,-5.3399,10.469,156.264,U,W,X,69TB0LZBHY,9XDN1,g
53.8621,20.8043,3.1123,0.2811,0.1463,40.1308,53.498000000000005,9.8433,16.64,224.61900000000003,W,R,W,U1USGLDSVC,7WJQK,g
52.1461,15.5664,2.8666,0.2828,0.1638,56.3544,19.926,10.0639,3.901,187.496,W,Q,Y,EAKVSPP0P2,34LB8,g
70.6864,18.8041,2.9523,0.2333,0.1267,33.128,68.5888,11.2847,28.0147,234.74,X,R,V,K5ZYVRM76T,87N4N,g
221.842,28.6898,3.3901,0.1251,0.0772,-234.152,-213.995,-15.2616,16.173,110.919,Z,Z,W,987Q3Q8DGM,ROHG0,h
30.4527,22.2754,2.8762,0.2527,0.127,7.6945,13.1514,12.8942,13.6718,157.181,X,U,W,RVUTKULH5I,768QW,g
107.3611,30.2678,3.3726,0.1787,0.1136,-137.0299,31.7457,14.3622,3.4113,241.1253,Y,Z,Y,KF6L1VXW44,1702V,h
27.4344,10.9533,2.7259,0.4624,0.2735,-11.0038,-10.4081,2.4234,31.9443,80.2647,T,W,V,5QVT7J5SR4,ST2W8,h
118.539,50.9314,3.4032,0.3173,0.2136,-76.833,-104.408,-22.2363,17.7939,388.062,V,Z,W,CAFHL0MGSK,9NQ8J,h
55.6733,19.326,3.1896,0.3321,0.2039,41.0557,52.473,10.3608,1.5532,250.943,V,R,Z,2EW2UKF5KD,HVQT2,g
22.2544,0.0039,2.1021,0.7509999999999999,0.4466,-1.6598,9.9238,0.0,68.0372,196.096,Q,V,T,DAQXMPRHBZ,IRYFY,h
40.7402,14.4881,2.7582,0.3054,0.1667,24.9647,20.277,7.8186,2.063,183.588,V,S,Z,FR7RCO5X91,01GQE,g
109.043,22.2986,3.1284,0.1964,0.106,94.4585,105.8,17.1356,0.6579999999999999,261.22,Y,Q,Z,YKTHS4T6KC,OS1YY,g
52.5943,27.5078,2.8322,0.3061,0.1538,-43.8786,-44.2619,12.669,52.085,103.298,V,Y,U,2VPRKUB59D,SNAWV,h
12.7148,11.6813,2.1351,0.7179,0.37,15.308,-6.3158,-11.411,11.412,203.499,Q,T,X,UYEY6NPLUZ,T61AE,g
52.4255,22.3263,2.5159,0.4207,0.2149,-47.48,-34.7742,-17.7455,13.671,300.303,T,Y,W,652RY3JSJM,9TPG7,g
45.3587,23.5549,2.9643,0.2562,0.1341,33.3632,42.5896,-17.3978,22.3299,244.676,X,R,W,TNF6OJEO42,U3EGW,g
60.0261,12.245,2.8052,0.26,0.1433,3.5656,55.2047,8.5485,1.3841,230.08900000000003,W,V,Z,QUIX4VC72O,NZQAJ,g
44.3893,17.5785,2.7941,0.3454,0.1839,5.5836,39.0851,-14.7831,0.084,187.953,V,U,Z,ZQ9R299PCC,BJLI4,g
33.5169,18.536,2.6196,0.3049,0.1813,40.9102,26.2946,-15.6457,10.4802,221.966,V,R,X,ESN712W0B5,2840K,g
55.6335,15.8567,2.7016,0.3042,0.166,13.7655,51.8675,-14.811,10.4907,127.726,V,T,X,K5U3NIGTXY,YCRUO,g
9.9191,6.874,2.5262,0.6724,0.372,-7.6133,-22.6644,2.1891,54.6087,101.5057,Q,W,U,XSM3DFYZD5,QJG2D,h
90.5754,27.0612,3.8492,0.1609,0.0823,64.8538,84.0906,16.3896,0.012,291.331,Z,Q,Z,XC3P20Z8TI,5UYFA,g
37.6859,14.4913,2.5694,0.3342,0.1712,23.3557,26.5261,9.8269,0.588,182.013,V,S,Z,9VU9TEDZB7,TSD8R,g
16.9293,11.356,2.4249,0.5752,0.3101,-0.4147,4.146,-4.793,49.2234,198.689,R,V,U,PXBM8ENAHB,8IJFL,g
263.703,117.131,3.4602,0.1137,0.0608,-287.772,-117.388,90.0203,68.20100000000001,165.304,Z,Z,T,9ZSGR08IMY,OI8O8,h
58.6959,15.1367,2.6689,0.3087,0.1704,78.5107,-19.1356,-9.5868,2.2573,168.445,V,Q,Z,NPKCF9OE3F,CVQOY,g
56.4149,30.6338,2.8832,0.3004,0.1536,43.1763,-32.7553,-27.3382,74.4429,190.0006,W,R,T,ZJ2WXQFSO8,5YQW9,h
32.3779,9.9834,2.7189,0.4508,0.2283,24.4339,16.3055,-6.3104,64.334,120.231,T,S,T,BUQT4UZ0V1,20A53,h
93.4709,31.3594,3.5695,0.1669999999999999,0.0923,54.2183,90.4814,-21.5253,2.6846,292.652,Y,Q,Z,3T23QHVTCK,VI4AD,g
12.6464,11.7724,2.0473,0.7085,0.3722,15.66,-8.1029,10.8151,9.0054,194.609,Q,T,X,LJRHT9XNI0,3UCCP,g
57.8276,21.7883,3.1697,0.2327,0.1377,33.7419,49.5686,14.7685,1.965,243.866,X,R,Z,BEQXBRWQP3,G8MY4,g
69.4337,23.0851,2.9602,0.3101,0.1693,-34.2454,25.8116,15.9571,9.5359,291.627,V,Y,X,8WXRC0QESC,W47E0,g
88.9019,28.5245,3.5765,0.1655,0.0874,61.5212,94.825,-20.4289,3.2132,244.234,Y,Q,Y,ULC2IHYFGX,LHZUP,g
27.8701,22.266,3.1041,0.2526,0.1341,5.6966,-10.3258,6.2291,18.606,133.023,X,U,W,VDCT24RUBZ,QACMT,g
31.3912,14.3425,2.7803,0.4444,0.2811,-5.8179,-19.2248,-12.5195,5.4551,250.313,T,W,Y,2TOLE6MCY6,1KS19,g
59.2716,27.3622,3.5549,0.1926,0.1083,38.5765,60.4821,-8.4718,12.3377,174.78799999999998,Y,R,X,WYTORPTHG8,4TJ4Y,g
29.3521,11.7254,2.3802,0.3583,0.1812,-9.3683,-20.668000000000003,10.1441,47.1879,107.699,U,W,U,HTACHPCF76,3UL3T,g
61.6535,11.925999999999998,3.1053,0.2056,0.1175,20.7825,-37.8899,-7.5035,40.1466,125.8379,Y,S,V,JJQBX5CEXA,0V9TI,h
66.9995,31.1183,3.5624,0.1359,0.0694,48.9367,61.7826,10.8849,3.1014,198.382,Z,Q,Y,Y5AVZE2ETK,JCIGY,g
20.4756,7.2082,2.0986,0.7331,0.3705,-2.8377,10.6201,-5.7243,68.1257,69.6409,Q,V,T,ZMHEBJ91WY,K9DE1,g
52.5594,16.3333,2.5826,0.3791,0.1922,31.917,-22.3346,10.7765,2.8080000000000003,199.095,U,R,Z,MA9CG0U1EG,01AII,g
